CustomerID,Date,Month,Season,Age,Gender,Region,Income,Membership,ProductsPurchased,PurchaseFrequency,AverageOrderValue,DiscountUsed,MarketingChannel,SatisfactionScore,ChurnRisk,CustomerLifetimeValue
490,2026-01-01,January,Q1,58,Male,North,114560,Gold,10,8,185.22,No,Social Media,4.3,Low,8122.11
491,2026-11-02,November,Q4,58,Male,North,113637,Platinum,16,11,253.5,No,Referral,4.0,Low,20922.95
492,2026-02-28,February,Q1,54,Female,South,117048,Bronze,12,9,171.19,Yes,Referral,3.5,Medium,5853.89
493,2026-01-25,January,Q1,21,Female,North,49744,Bronze,3,2,166.43,Yes,Social Media,3.5,High,929.18
494,2026-10-13,October,Q4,18,Male,East,39987,Bronze,5,4,79.99,Yes,Referral,4.7,Medium,1277.92
495,2026-09-13,September,Q3,60,Male,West,76405,Bronze,8,5,165.83,No,Direct,2.7,High,2088.26
496,2026-01-11,January,Q1,50,Male,East,25596,Silver,9,6,118.59,Yes,Email,4.2,Low,3759.83
497,2026-03-26,March,Q1,49,Male,North,31280,Silver,5,3,124.84,No,Social Media,4.6,Medium,1306.94
498,2026-02-22,February,Q1,53,Male,South,146814,Bronze,9,5,143.97,Yes,Direct,4.6,Low,3161.49
499,2026-02-03,February,Q1,58,Male,North,50159,Gold,13,9,174.17,No,Social Media,3.9,Medium,10106.0
500,2026-12-02,December,Q4,23,Male,West,41460,Bronze,12,7,133.34,No,Email,3.8,Medium,5540.92
501,2026-07-15,July,Q3,29,Male,North,107236,Platinum,15,9,198.43,Yes,Email,3.5,Medium,11228.2
502,2026-07-30,July,Q3,66,Female,East,119301,Gold,9,7,173.37,No,Referral,3.6,Medium,6200.73
503,2026-06-09,June,Q2,28,Male,North,59868,Gold,8,6,167.26,No,Direct,3.8,Medium,5044.65
504,2026-08-12,August,Q3,54,Male,South,146632,Silver,3,4,99.37,Yes,Direct,5.0,Medium,1685.51
505,2026-12-14,December,Q4,59,Male,South,55654,Gold,17,14,152.72,No,Email,4.2,Low,14605.79
506,2026-02-11,February,Q1,24,Female,East,67973,Bronze,2,2,114.43,No,Referral,4.5,High,714.14
507,2026-05-30,May,Q2,41,Female,West,80728,Silver,6,4,143.81,No,Social Media,4.5,Medium,2121.7
508,2026-12-19,December,Q4,45,Male,North,67929,Bronze,6,6,131.79,No,Email,3.7,Medium,3412.36
509,2026-07-11,July,Q3,61,Male,North,140872,Gold,11,7,160.8,No,Email,3.2,Medium,4001.09
510,2026-03-02,March,Q1,64,Female,South,51773,Silver,7,8,126.3,No,Email,3.2,Medium,3042.73
511,2026-12-03,December,Q4,69,Male,South,124676,Silver,12,8,207.44,Yes,Email,4.9,Low,11801.89
512,2026-04-09,April,Q2,37,Female,North,47672,Bronze,11,7,69.83,No,Email,3.8,Medium,1274.45
513,2026-10-17,October,Q4,61,Female,North,141587,Bronze,10,7,114.45,No,Direct,3.9,Medium,3762.2
514,2026-04-22,April,Q2,48,Male,South,149130,Gold,7,8,166.96,No,Social Media,3.9,Medium,4976.81
515,2026-05-22,May,Q2,42,Female,South,50657,Bronze,11,7,118.45,No,Social Media,3.8,Medium,2990.71
516,2026-11-19,November,Q4,47,Female,East,79064,Gold,14,9,169.75,No,Direct,3.4,Medium,7727.07
517,2026-01-18,January,Q1,42,Female,East,137647,Gold,9,10,209.46,Yes,Social Media,4.1,Low,13098.97
518,2026-01-22,January,Q1,40,Male,West,85873,Gold,10,7,150.01,No,Social Media,3.0,Medium,3261.94
519,2026-09-09,September,Q3,41,Male,South,93726,Bronze,7,8,117.85,Yes,Email,4.7,Low,3654.49
520,2026-11-19,November,Q4,19,Male,East,67988,Silver,13,8,204.68,No,Social Media,3.0,Medium,7864.43
521,2026-01-23,January,Q1,52,Female,South,45680,Gold,6,5,117.59,Yes,Email,3.7,Medium,2634.6
522,2026-01-24,January,Q1,42,Male,East,118039,Bronze,7,6,115.48,Yes,Direct,3.1,Medium,2078.66
523,2026-08-09,August,Q3,42,Female,West,112361,Bronze,6,4,115.81,Yes,Direct,2.4,High,1201.14
524,2026-06-01,June,Q2,28,Male,North,70272,Bronze,5,3,109.06,Yes,Direct,2.5,High,557.34
525,2026-02-14,February,Q1,42,Male,West,33986,Gold,12,9,176.2,No,Referral,3.8,Medium,7051.62
526,2026-09-25,September,Q3,45,Male,South,55735,Bronze,10,9,128.09,No,Email,3.2,Medium,4405.47
527,2026-07-06,July,Q3,28,Female,South,114401,Silver,7,5,170.99,No,Social Media,3.3,Medium,3770.31
528,2026-01-09,January,Q1,25,Female,South,63956,Bronze,8,6,111.16,Yes,Email,4.4,Low,3042.61
529,2026-03-27,March,Q1,57,Male,East,74767,Silver,6,5,151.87,No,Email,3.5,Medium,2131.66
530,2026-02-08,February,Q1,40,Male,East,97579,Bronze,10,6,159.64,No,Social Media,4.0,Low,5648.9
531,2026-07-21,July,Q3,41,Female,South,59819,Gold,12,9,117.47,No,Social Media,3.8,Medium,4481.74
532,2026-09-27,September,Q3,18,Female,North,75804,Bronze,6,4,87.78,Yes,Referral,4.1,Medium,1041.25
533,2026-11-12,November,Q4,19,Female,West,85077,Gold,10,11,200.98,Yes,Direct,4.4,Low,15836.1
534,2026-06-29,June,Q2,29,Female,North,98152,Bronze,6,6,112.24,No,Referral,4.2,Low,3279.44
535,2026-12-27,December,Q4,48,Female,South,115283,Gold,14,9,265.63,No,Social Media,3.8,Medium,11316.26
536,2026-09-30,September,Q3,34,Female,South,105386,Silver,11,7,106.52,Yes,Social Media,4.4,Low,4207.6
537,2026-12-03,December,Q4,19,Female,East,119757,Bronze,10,7,145.28,No,Email,3.4,Medium,3714.68
538,2026-09-04,September,Q3,60,Female,South,103805,Platinum,14,9,116.17,Yes,Referral,4.6,Low,7395.04
539,2026-03-27,March,Q1,51,Male,South,96718,Gold,5,3,118.45,No,Direct,3.9,Medium,1301.32
540,2026-03-19,March,Q1,54,Male,West,121299,Silver,6,6,84.24,Yes,Direct,3.8,Medium,2286.23
541,2026-09-10,September,Q3,29,Female,North,73163,Silver,9,9,148.33,No,Email,4.7,Low,7178.47
542,2026-01-31,January,Q1,51,Female,North,73444,Silver,13,9,67.97,Yes,Social Media,5.0,Low,3385.32
543,2026-04-19,April,Q2,67,Male,East,102004,Silver,4,4,175.53,No,Social Media,3.4,Medium,2246.96
544,2026-04-16,April,Q2,53,Female,South,28154,Bronze,10,9,144.96,No,Referral,5.0,Low,4489.98
545,2026-09-17,September,Q3,61,Female,South,29594,Bronze,9,5,140.24,Yes,Email,4.4,Low,2480.95
546,2026-01-28,January,Q1,28,Female,South,83550,Bronze,8,5,170.95,No,Referral,4.3,Low,4041.22
547,2026-07-08,July,Q3,69,Male,North,136555,Bronze,6,6,131.96,No,Email,2.1,High,1552.99
548,2026-05-25,May,Q2,52,Female,South,50391,Gold,15,9,149.8,No,Referral,4.1,Low,6695.33
549,2026-02-11,February,Q1,28,Male,North,141180,Bronze,13,8,93.79,Yes,Direct,3.9,Medium,3512.68
550,2026-12-11,December,Q4,38,Female,South,111872,Bronze,7,8,184.28,No,Email,4.4,Low,10991.34
551,2026-06-29,June,Q2,68,Male,East,121230,Silver,9,8,123.17,No,Referral,3.7,Medium,3863.54
552,2026-07-28,July,Q3,57,Female,West,55118,Bronze,9,8,128.56,No,Email,3.5,Medium,4512.84
553,2026-09-27,September,Q3,26,Female,East,68501,Silver,8,5,78.08,No,Direct,3.7,Medium,1447.91
554,2026-02-03,February,Q1,70,Male,South,80535,Gold,14,9,161.08,No,Referral,2.9,High,4595.4
555,2026-01-09,January,Q1,39,Female,North,64339,Silver,8,5,150.66,Yes,Referral,4.3,Low,3876.67
556,2026-03-17,March,Q1,18,Male,North,104106,Silver,11,8,147.38,No,Email,4.5,Low,4773.18
557,2026-02-06,February,Q1,21,Male,North,88483,Silver,13,8,151.4,No,Referral,3.2,Medium,3917.29
558,2026-07-20,July,Q3,59,Female,East,122198,Gold,10,10,121.07,No,Social Media,4.2,Low,9386.64
559,2026-08-20,August,Q3,18,Female,North,106693,Bronze,11,6,139.39,No,Referral,4.8,Low,5288.55
560,2026-05-09,May,Q2,27,Male,South,25671,Bronze,8,5,129.35,Yes,Email,3.2,Medium,1571.66
561,2026-04-26,April,Q2,67,Male,West,65148,Silver,4,4,134.95,No,Email,3.0,Medium,1810.1
562,2026-03-24,March,Q1,35,Male,West,66727,Bronze,13,9,59.06,Yes,Social Media,3.2,Medium,1197.0
563,2026-04-16,April,Q2,22,Male,West,54013,Gold,11,6,127.24,No,Social Media,4.1,Low,3347.53
564,2026-12-03,December,Q4,27,Male,West,149836,Platinum,24,15,244.71,Yes,Email,4.1,Low,36407.25
565,2026-10-27,October,Q4,20,Male,West,64780,Silver,8,7,145.2,Yes,Referral,3.6,Medium,3537.01
566,2026-06-17,June,Q2,46,Male,East,109370,Bronze,11,9,132.5,No,Direct,3.8,Medium,5495.55
567,2026-02-17,February,Q1,23,Male,South,118016,Bronze,7,7,146.06,Yes,Social Media,5.0,Low,7089.75
568,2026-03-10,March,Q1,51,Male,West,127023,Silver,5,4,95.52,Yes,Email,3.0,Medium,1270.69
569,2026-04-24,April,Q2,69,Male,North,37313,Platinum,10,7,222.37,No,Referral,3.3,Medium,5252.97
570,2026-11-09,November,Q4,58,Female,North,113214,Bronze,7,6,108.39,No,Social Media,3.3,Medium,3276.58
571,2026-10-27,October,Q4,38,Male,West,81563,Bronze,8,6,132.94,No,Direct,4.5,Low,3122.25
572,2026-04-09,April,Q2,34,Female,East,34787,Gold,8,5,153.62,No,Direct,3.8,Medium,3585.13
573,2026-04-25,April,Q2,39,Male,East,112991,Bronze,5,5,79.57,No,Social Media,4.7,Low,1384.41
574,2026-07-21,July,Q3,41,Female,East,87263,Gold,15,9,131.01,Yes,Email,4.1,Low,5529.6
575,2026-09-10,September,Q3,67,Male,West,106839,Gold,13,8,125.62,No,Email,3.7,Medium,4171.37
576,2026-07-28,July,Q3,40,Female,South,78115,Silver,12,8,125.39,No,Referral,2.9,High,3285.74
577,2026-10-16,October,Q4,39,Female,South,26321,Bronze,2,2,139.34,Yes,Social Media,4.1,High,927.78
578,2026-06-07,June,Q2,39,Female,North,67604,Bronze,9,6,117.07,No,Email,4.5,Low,3074.2
579,2026-07-19,July,Q3,30,Male,North,126017,Silver,14,8,152.94,Yes,Referral,3.7,Medium,5293.58
580,2026-05-10,May,Q2,30,Female,West,128554,Silver,8,5,188.35,Yes,Referral,4.5,Low,5883.6
581,2026-04-02,April,Q2,60,Female,North,101099,Bronze,9,5,160.28,No,Social Media,3.4,Medium,1931.77
582,2026-08-16,August,Q3,52,Male,South,94985,Platinum,13,10,185.49,No,Referral,2.7,High,7565.33
583,2026-01-23,January,Q1,46,Female,North,103893,Gold,9,8,155.04,No,Referral,4.3,Low,8558.47
584,2026-04-05,April,Q2,33,Female,South,26935,Platinum,8,6,156.59,Yes,Email,4.3,Low,4747.8
585,2026-01-07,January,Q1,68,Female,North,61420,Bronze,6,7,131.35,No,Social Media,3.8,Medium,3015.22
586,2026-10-08,October,Q4,26,Female,South,125752,Silver,10,7,112.01,No,Direct,3.6,Medium,3895.18
587,2026-01-12,January,Q1,69,Female,West,144606,Gold,5,6,120.44,Yes,Social Media,2.8,High,2181.34
588,2026-04-12,April,Q2,35,Male,West,70714,Silver,5,5,86.74,No,Email,3.5,Medium,1804.99
589,2026-05-28,May,Q2,61,Female,South,36253,Gold,7,6,160.07,Yes,Referral,3.3,Medium,3341.19
590,2026-09-25,September,Q3,42,Female,North,102929,Silver,8,5,112.98,No,Social Media,3.2,Medium,2370.27
591,2026-06-06,June,Q2,54,Male,West,86136,Bronze,5,6,128.96,No,Referral,4.2,Low,4260.79
592,2026-04-18,April,Q2,55,Male,North,56452,Bronze,6,4,144.2,No,Email,3.7,Medium,1596.16
593,2026-11-06,November,Q4,26,Male,East,81887,Silver,9,9,192.35,No,Social Media,2.9,High,6262.43
594,2026-03-30,March,Q1,44,Male,West,71530,Silver,4,3,162.26,Yes,Direct,3.6,Medium,1570.63
595,2026-01-05,January,Q1,38,Male,South,98060,Platinum,7,9,148.17,No,Direct,3.1,Medium,5589.8
596,2026-06-19,June,Q2,48,Male,West,113227,Bronze,9,6,144.06,Yes,Social Media,4.1,Low,2900.93
597,2026-01-13,January,Q1,28,Female,South,104879,Bronze,6,4,159.51,No,Email,3.2,Medium,1998.63
598,2026-07-06,July,Q3,61,Female,West,95636,Bronze,6,5,111.03,Yes,Social Media,3.1,Medium,2319.04
599,2026-01-20,January,Q1,18,Female,North,52711,Gold,10,6,120.81,No,Social Media,3.3,Medium,2345.13
600,2026-10-27,October,Q4,48,Female,South,76140,Platinum,18,10,195.08,Yes,Referral,3.1,Medium,9156.33
601,2026-12-21,December,Q4,54,Female,West,67848,Bronze,12,7,160.71,Yes,Social Media,3.3,Medium,5234.08
602,2026-05-31,May,Q2,52,Male,West,85320,Silver,6,4,141.81,No,Email,4.0,Medium,1876.87
603,2026-02-12,February,Q1,29,Male,East,78861,Bronze,11,7,202.71,No,Email,4.0,Low,8472.97
604,2026-05-01,May,Q2,51,Male,East,118789,Silver,11,6,118.87,No,Direct,4.3,Low,4069.11
605,2026-06-21,June,Q2,67,Male,North,109100,Bronze,7,6,131.22,No,Referral,4.8,Low,4496.3
606,2026-06-06,June,Q2,30,Male,North,46081,Bronze,8,5,151.79,Yes,Referral,4.1,Low,3854.17
607,2026-07-27,July,Q3,63,Male,South,45175,Bronze,14,8,127.52,No,Social Media,4.3,Low,5326.59
608,2026-06-11,June,Q2,20,Female,West,47259,Platinum,7,4,171.01,No,Referral,4.4,Medium,3016.59
609,2026-12-15,December,Q4,23,Female,North,62359,Gold,10,8,228.01,No,Referral,3.7,Medium,8810.65
610,2026-06-10,June,Q2,61,Female,East,59282,Platinum,8,6,168.26,Yes,Referral,5.0,Low,8092.06
611,2026-07-12,July,Q3,60,Male,North,41200,Bronze,11,7,64.77,No,Referral,5.0,Low,2492.74
612,2026-10-18,October,Q4,58,Male,East,130658,Bronze,11,8,162.58,Yes,Direct,4.0,Low,6091.4
613,2026-08-26,August,Q3,58,Male,South,43290,Platinum,11,10,153.11,Yes,Direct,3.3,Medium,8708.36
614,2026-09-08,September,Q3,26,Male,North,58630,Silver,7,6,133.61,Yes,Social Media,3.7,Medium,3320.26
615,2026-07-14,July,Q3,50,Male,South,88763,Silver,13,10,98.64,Yes,Social Media,3.1,Medium,3633.95
616,2026-11-14,November,Q4,28,Male,South,31153,Bronze,10,6,144.73,No,Email,3.2,Medium,3151.17
617,2026-12-15,December,Q4,65,Male,West,134724,Silver,7,7,230.64,No,Referral,3.6,Medium,6637.84
618,2026-10-26,October,Q4,49,Male,South,71933,Bronze,6,5,120.4,Yes,Direct,4.1,Low,2266.69
619,2026-05-10,May,Q2,67,Male,North,138340,Silver,7,8,132.91,Yes,Email,3.5,Medium,4296.1
620,2026-04-25,April,Q2,38,Female,East,131497,Silver,11,7,114.71,Yes,Referral,3.9,Medium,3403.15
621,2026-06-20,June,Q2,49,Female,South,81841,Gold,14,10,155.6,No,Referral,3.3,Medium,8379.37
622,2026-11-16,November,Q4,22,Female,East,57700,Silver,8,7,159.17,Yes,Email,3.4,Medium,4529.88
623,2026-06-25,June,Q2,68,Male,East,61050,Gold,6,4,94.34,Yes,Referral,3.5,Medium,1703.55
624,2026-05-04,May,Q2,39,Male,South,49553,Silver,3,2,135.4,Yes,Email,4.2,High,951.83
625,2026-07-28,July,Q3,34,Female,North,115302,Gold,6,7,182.95,No,Email,5.0,Low,7309.11
626,2026-09-15,September,Q3,44,Female,East,141848,Bronze,3,2,134.62,No,Referral,3.6,High,837.64
627,2026-10-08,October,Q4,28,Male,South,111069,Platinum,8,7,183.3,No,Social Media,3.7,Medium,8827.11
628,2026-11-20,November,Q4,65,Male,West,74178,Bronze,11,10,189.48,No,Direct,4.2,Low,11307.44
629,2026-05-19,May,Q2,23,Female,West,102201,Bronze,6,5,82.27,No,Direct,2.8,High,944.02
630,2026-01-13,January,Q1,49,Male,West,65063,Bronze,12,7,155.03,Yes,Email,4.3,Low,5002.57
631,2026-10-10,October,Q4,29,Male,North,133478,Bronze,6,5,138.83,No,Direct,4.3,Low,2699.92
632,2026-07-16,July,Q3,67,Female,West,129855,Bronze,6,7,127.73,Yes,Referral,4.5,Low,5073.39
633,2026-11-16,November,Q4,29,Male,South,31388,Bronze,8,5,82.4,No,Social Media,3.3,Medium,1783.91
634,2026-02-09,February,Q1,42,Male,East,126996,Silver,13,8,167.7,No,Email,3.8,Medium,6079.26
635,2026-03-06,March,Q1,18,Female,North,51466,Silver,7,4,203.45,No,Referral,3.8,Medium,2571.39
636,2026-09-02,September,Q3,62,Female,North,77102,Silver,10,7,108.4,No,Referral,3.7,Medium,3223.31
637,2026-02-28,February,Q1,23,Female,North,133663,Bronze,16,9,142.92,Yes,Email,3.8,Medium,5433.01
638,2026-03-03,March,Q1,65,Male,East,90001,Bronze,8,6,137.26,No,Email,2.4,High,1709.17
639,2026-01-20,January,Q1,60,Female,West,120475,Bronze,5,4,89.48,Yes,Direct,2.7,High,627.66
640,2026-05-06,May,Q2,37,Female,West,58089,Bronze,5,4,163.66,No,Referral,3.7,Medium,2050.25
641,2026-01-02,January,Q1,19,Female,West,114180,Bronze,3,4,100.99,Yes,Referral,3.1,Medium,1071.35
642,2026-10-26,October,Q4,21,Male,East,54616,Silver,12,7,159.43,No,Referral,4.9,Low,5836.01
643,2026-07-01,July,Q3,25,Male,North,113747,Platinum,8,8,235.52,No,Social Media,3.5,Medium,7856.7
644,2026-05-01,May,Q2,38,Male,East,83590,Gold,7,6,140.42,Yes,Direct,3.9,Medium,3790.69
645,2026-12-11,December,Q4,36,Male,East,30815,Bronze,9,7,153.03,Yes,Email,2.9,High,3751.66
646,2026-03-10,March,Q1,52,Male,West,54581,Platinum,3,3,152.23,No,Referral,3.6,Medium,1821.79
647,2026-05-25,May,Q2,47,Male,East,107679,Gold,14,10,133.61,No,Referral,3.8,Medium,5491.68
648,2026-01-01,January,Q1,37,Male,North,76592,Silver,5,3,86.97,No,Email,4.7,Medium,939.17
649,2026-12-08,December,Q4,21,Male,North,102142,Silver,10,9,197.08,No,Direct,3.6,Medium,8319.04
650,2026-07-04,July,Q3,20,Male,West,41883,Silver,11,8,200.75,No,Direct,3.5,Medium,5535.39
651,2026-07-07,July,Q3,58,Female,East,130132,Silver,5,6,98.8,Yes,Email,3.8,Medium,1865.21
652,2026-03-16,March,Q1,55,Male,South,148320,Bronze,7,6,161.89,No,Email,3.9,Medium,2800.46
653,2026-03-16,March,Q1,50,Female,West,126816,Bronze,2,1,105.66,Yes,Referral,4.6,High,259.69
654,2026-07-09,July,Q3,32,Male,East,138246,Gold,5,5,116.74,No,Direct,3.1,Medium,3025.92
655,2026-02-11,February,Q1,53,Female,East,106879,Silver,10,8,157.22,No,Direct,2.5,High,3317.64
656,2026-06-02,June,Q2,36,Male,East,130189,Bronze,10,8,95.72,No,Referral,3.6,Medium,2642.43
657,2026-09-13,September,Q3,48,Male,North,95977,Bronze,7,5,123.38,No,Direct,4.0,Low,2935.48
658,2026-12-19,December,Q4,55,Female,North,43100,Bronze,8,9,190.31,No,Email,3.2,Medium,9797.79
659,2026-04-22,April,Q2,61,Male,West,69609,Gold,13,8,151.62,Yes,Direct,3.0,Medium,3741.36
660,2026-10-04,October,Q4,57,Female,North,35568,Bronze,4,4,101.11,Yes,Direct,3.9,Medium,1573.49
661,2026-05-23,May,Q2,56,Male,West,51033,Bronze,4,4,139.41,No,Direct,4.3,Medium,1885.74
662,2026-06-28,June,Q2,65,Female,South,91944,Bronze,11,7,123.81,Yes,Social Media,3.0,Medium,2825.64
663,2026-02-02,February,Q1,26,Female,West,94149,Gold,8,6,173.26,No,Social Media,4.5,Low,5473.62
664,2026-01-26,January,Q1,30,Male,West,29205,Bronze,6,7,144.53,Yes,Referral,4.8,Low,4410.49
665,2026-10-06,October,Q4,49,Male,North,142253,Platinum,8,9,220.06,No,Email,3.7,Medium,11875.76
666,2026-05-17,May,Q2,48,Male,North,89045,Bronze,14,8,114.18,No,Referral,4.1,Low,3858.21
667,2026-10-13,October,Q4,68,Female,West,56765,Bronze,5,4,164.04,No,Direct,3.9,Medium,2250.12
668,2026-05-31,May,Q2,40,Male,West,44343,Bronze,8,5,105.88,No,Social Media,4.6,Low,2541.39
669,2026-12-24,December,Q4,26,Female,West,64205,Gold,9,10,192.16,Yes,Referral,4.3,Low,14147.02
670,2026-05-30,May,Q2,30,Male,East,143054,Silver,4,3,148.69,No,Referral,3.8,Medium,1445.53
671,2026-07-13,July,Q3,55,Female,East,79254,Platinum,10,8,125.7,Yes,Referral,3.7,Medium,5962.88
672,2026-12-03,December,Q4,61,Female,South,102554,Bronze,14,10,214.29,No,Referral,3.3,Medium,11119.03
673,2026-11-17,November,Q4,64,Male,South,58441,Silver,13,10,192.38,No,Email,3.8,Medium,11938.25
674,2026-06-07,June,Q2,49,Male,West,82379,Silver,7,7,240.92,No,Direct,3.7,Medium,8359.39
675,2026-08-21,August,Q3,55,Male,South,138517,Silver,9,6,108.64,No,Referral,4.9,Low,4261.41
676,2026-01-23,January,Q1,36,Female,South,76287,Gold,6,7,119.46,No,Email,2.7,High,1979.29
677,2026-01-12,January,Q1,37,Female,West,59908,Bronze,6,4,117.68,No,Direct,3.3,Medium,1837.9
678,2026-07-23,July,Q3,31,Female,West,131874,Bronze,4,5,138.9,Yes,Referral,4.5,Low,3092.87
679,2026-07-24,July,Q3,67,Male,North,121930,Bronze,11,6,71.77,No,Referral,4.1,Low,1698.98
680,2026-08-12,August,Q3,29,Female,West,126268,Silver,11,9,159.16,No,Referral,3.6,Medium,5689.03
681,2026-10-21,October,Q4,63,Female,West,116959,Gold,14,8,143.91,No,Email,3.6,Medium,5944.04
682,2026-08-25,August,Q3,64,Male,South,28926,Gold,7,4,108.66,No,Email,4.2,Medium,2134.29
683,2026-08-01,August,Q3,46,Male,North,108296,Silver,7,5,167.35,Yes,Email,3.6,Medium,3673.18
684,2026-10-25,October,Q4,42,Female,East,32782,Bronze,7,6,95.79,No,Email,4.5,Low,2882.11
685,2026-05-21,May,Q2,44,Female,South,76777,Gold,10,7,155.02,No,Referral,3.6,Medium,5398.56
686,2026-12-05,December,Q4,52,Female,North,53565,Bronze,11,11,145.01,Yes,Direct,3.2,Medium,8192.21
687,2026-11-16,November,Q4,25,Male,West,69096,Gold,10,8,193.44,Yes,Email,4.0,Low,12994.78
688,2026-04-22,April,Q2,47,Female,South,84863,Bronze,6,4,126.87,Yes,Email,3.8,Medium,1210.27
689,2026-09-16,September,Q3,49,Female,West,133595,Platinum,8,8,88.81,Yes,Email,3.3,Medium,3257.66
690,2026-11-24,November,Q4,39,Female,West,141639,Bronze,7,7,160.2,No,Email,3.3,Medium,4157.75
691,2026-02-23,February,Q1,32,Male,North,84542,Silver,11,7,159.88,No,Social Media,3.8,Medium,3856.73
692,2026-03-19,March,Q1,34,Female,East,98950,Bronze,5,5,81.39,Yes,Referral,3.8,Medium,1393.67
693,2026-09-19,September,Q3,62,Male,South,112219,Silver,7,4,138.32,No,Social Media,3.3,Medium,1765.91
694,2026-09-01,September,Q3,65,Male,South,43344,Bronze,8,7,189.52,Yes,Email,2.8,High,3183.89
695,2026-12-25,December,Q4,29,Female,West,149808,Bronze,8,10,182.12,No,Email,2.8,High,4556.83
696,2026-12-23,December,Q4,48,Female,South,102424,Bronze,4,3,142.3,No,Social Media,3.5,Medium,1612.23
697,2026-07-22,July,Q3,66,Male,South,134735,Gold,8,9,182.39,Yes,Referral,3.0,Medium,7283.29
698,2026-12-04,December,Q4,24,Female,North,53078,Bronze,16,12,161.31,No,Social Media,4.5,Low,15264.24
699,2026-09-23,September,Q3,31,Female,West,27442,Gold,9,8,130.09,Yes,Social Media,3.0,Medium,4602.97
700,2026-10-01,October,Q4,28,Female,North,97889,Bronze,11,7,165.75,Yes,Direct,3.6,Medium,4386.76
701,2026-01-13,January,Q1,44,Female,North,77012,Bronze,5,6,126.61,No,Email,3.3,Medium,1831.14
702,2026-05-22,May,Q2,33,Female,South,122607,Silver,13,7,72.66,Yes,Direct,4.0,Low,2344.64
703,2026-08-22,August,Q3,27,Male,North,112247,Silver,7,6,105.01,No,Referral,2.2,High,1381.56
704,2026-02-12,February,Q1,66,Male,South,107342,Silver,9,10,161.83,Yes,Referral,3.7,Medium,8699.07
705,2026-07-01,July,Q3,28,Female,East,61863,Bronze,4,3,140.15,No,Social Media,3.0,Medium,1463.43
706,2026-02-25,February,Q1,42,Female,South,63634,Bronze,7,5,81.58,No,Email,4.1,Low,1846.41
707,2026-07-28,July,Q3,57,Female,West,33361,Silver,10,7,111.34,No,Social Media,3.4,Medium,2857.54
708,2026-10-03,October,Q4,61,Female,West,45868,Bronze,6,4,87.07,No,Direct,3.5,Medium,1476.7
709,2026-12-29,December,Q4,64,Male,North,100527,Gold,11,8,265.02,Yes,Direct,4.5,Low,18463.8
710,2026-04-15,April,Q2,65,Male,North,51721,Silver,5,5,108.63,No,Email,4.1,Low,2514.11
711,2026-06-29,June,Q2,39,Male,North,83090,Bronze,12,7,130.54,No,Direct,2.5,High,1626.97
712,2026-07-13,July,Q3,26,Female,West,46425,Gold,7,7,114.58,No,Email,2.6,High,2291.24
713,2026-11-25,November,Q4,61,Male,East,90596,Platinum,17,10,267.73,Yes,Email,3.7,Medium,18549.19
714,2026-10-21,October,Q4,47,Female,East,75735,Silver,6,5,121.23,No,Referral,4.6,Low,4277.69
715,2026-01-22,January,Q1,23,Female,South,121212,Bronze,6,4,67.84,No,Social Media,2.9,High,657.64
716,2026-12-07,December,Q4,23,Female,East,141260,Silver,9,9,101.24,Yes,Referral,4.2,Low,4733.95
717,2026-07-26,July,Q3,49,Female,North,122173,Bronze,8,7,79.64,No,Social Media,4.0,Low,2880.57
718,2026-11-02,November,Q4,56,Female,North,34820,Silver,13,8,107.5,No,Social Media,4.0,Low,4732.0
719,2026-08-29,August,Q3,42,Male,South,97515,Silver,13,8,113.17,No,Email,5.0,Low,4325.75
720,2026-09-10,September,Q3,20,Female,West,40917,Bronze,4,3,117.15,Yes,Direct,3.4,Medium,920.11
721,2026-10-16,October,Q4,48,Female,West,62317,Bronze,6,6,117.97,No,Direct,3.2,Medium,2327.5
722,2026-07-29,July,Q3,64,Male,East,70357,Platinum,8,7,212.53,No,Email,3.9,Medium,7397.98
723,2026-04-06,April,Q2,21,Female,East,148769,Bronze,4,5,110.9,Yes,Social Media,2.0,High,1222.81
724,2026-10-24,October,Q4,57,Male,East,85442,Bronze,5,5,122.66,No,Email,3.9,Medium,1933.06
725,2026-06-14,June,Q2,45,Male,West,61539,Bronze,13,8,90.92,Yes,Email,4.6,Low,3845.16
726,2026-09-19,September,Q3,30,Male,South,72489,Bronze,7,8,92.88,Yes,Social Media,4.4,Low,3415.15
727,2026-05-23,May,Q2,63,Male,West,133495,Gold,3,4,129.36,Yes,Social Media,3.3,Medium,2211.24
728,2026-10-11,October,Q4,20,Female,South,88492,Bronze,3,2,147.21,No,Direct,4.5,High,845.08
729,2026-01-16,January,Q1,59,Female,South,44407,Bronze,7,5,96.2,No,Referral,2.9,High,874.07
730,2026-06-03,June,Q2,24,Female,South,69088,Silver,7,7,240.71,No,Referral,3.9,Medium,6405.49
731,2026-10-08,October,Q4,40,Female,North,72788,Silver,7,5,144.67,No,Email,4.4,Low,3628.08
732,2026-11-09,November,Q4,35,Male,South,143910,Gold,7,8,164.64,No,Social Media,4.2,Low,11264.52
733,2026-02-02,February,Q1,63,Female,North,105151,Bronze,15,9,177.83,No,Referral,3.8,Medium,7297.68
734,2026-03-10,March,Q1,32,Female,East,111329,Silver,13,8,110.43,No,Email,4.3,Low,4136.85
